time,Desa,Dusun,DiseasestoPlot,MOUYN,GIS_time,Desa_pop_2018,Disease_cat,NumDiagnoses,TotalYearlyPatients
Before,Pangkalan Teluk,Teluk Parak,Anemia,1,115.6102257,2983.493795,Other,0,1
Before,Pangkalan Teluk,Teluk Parak,Childhood-cluster diseases,1,115.6102257,2983.493795,Infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,COPD,1,115.6102257,2983.493795,Non-infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,Dental disease,1,115.6102257,2983.493795,Other,0,1
Before,Pangkalan Teluk,Teluk Parak,Diabetes,1,115.6102257,2983.493795,Non-infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,Diarrheal disease,1,115.6102257,2983.493795,Infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,Heart Disease,1,115.6102257,2983.493795,Non-infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,Liver Disease,1,115.6102257,2983.493795,Other,0,1
Before,Pangkalan Teluk,Teluk Parak,Lower respiratory infections,1,115.6102257,2983.493795,Infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,Malaria,1,115.6102257,2983.493795,Infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,Malnutrition,1,115.6102257,2983.493795,Non-infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,NTD,1,115.6102257,2983.493795,Infectious,0,9
Before,Pangkalan Teluk,Teluk Parak,Trauma,1,115.6102257,2983.493795,Other,0,1
Before,Pangkalan Teluk,Teluk Parak,Tuberculosis,1,115.6102257,2983.493795,Infectious,0,1
Before,Pangkalan Teluk,Teluk Parak,Untracked,1,115.6102257,2983.493795,Untracked,1,4
Before,Pangkalan Teluk,Teluk Parak,Upper respiratory infections,1,115.6102257,2983.493795,Infectious,0,1
Before,Penjalaan,Mutiara,Anemia,1,30.56584123,1804.552572,Other,1,32
Before,Penjalaan,Mutiara,Childhood-cluster diseases,1,30.56584123,1804.552572,Infectious,0,32
Before,Penjalaan,Mutiara,COPD,1,30.56584123,1804.552572,Non-infectious,2,32
Before,Penjalaan,Mutiara,Dental disease,1,30.56584123,1804.552572,Other,1,32
Before,Penjalaan,Mutiara,Diabetes,1,30.56584123,1804.552572,Non-infectious,0,32
Before,Penjalaan,Mutiara,Diarrheal disease,1,30.56584123,1804.552572,Infectious,2,32
Before,Penjalaan,Mutiara,Heart Disease,1,30.56584123,1804.552572,Non-infectious,0,32
Before,Penjalaan,Mutiara,Liver Disease,1,30.56584123,1804.552572,Other,0,32
Before,Penjalaan,Mutiara,Lower respiratory infections,1,30.56584123,1804.552572,Infectious,2,32
Before,Penjalaan,Mutiara,Malaria,1,30.56584123,1804.552572,Infectious,0,32
Before,Penjalaan,Mutiara,Malnutrition,1,30.56584123,1804.552572,Non-infectious,0,32
Before,Penjalaan,Mutiara,NTD,1,30.56584123,1804.552572,Infectious,0,288
Before,Penjalaan,Mutiara,Trauma,1,30.56584123,1804.552572,Other,0,32
Before,Penjalaan,Mutiara,Tuberculosis,1,30.56584123,1804.552572,Infectious,1,32
Before,Penjalaan,Mutiara,Untracked,1,30.56584123,1804.552572,Untracked,28,128
Before,Penjalaan,Mutiara,Upper respiratory infections,1,30.56584123,1804.552572,Infectious,3,32
Before,Penjalaan,Pantai Selatan,Anemia,1,30.56584123,1804.552572,Other,0,42
Before,Penjalaan,Pantai Selatan,Childhood-cluster diseases,1,30.56584123,1804.552572,Infectious,1,42
Before,Penjalaan,Pantai Selatan,COPD,1,30.56584123,1804.552572,Non-infectious,5,42
Before,Penjalaan,Pantai Selatan,Dental disease,1,30.56584123,1804.552572,Other,2,42
Before,Penjalaan,Pantai Selatan,Diabetes,1,30.56584123,1804.552572,Non-infectious,2,42
Before,Penjalaan,Pantai Selatan,Diarrheal disease,1,30.56584123,1804.552572,Infectious,1,42
Before,Penjalaan,Pantai Selatan,Heart Disease,1,30.56584123,1804.552572,Non-infectious,1,42
Before,Penjalaan,Pantai Selatan,Liver Disease,1,30.56584123,1804.552572,Other,0,42
Before,Penjalaan,Pantai Selatan,Lower respiratory infections,1,30.56584123,1804.552572,Infectious,4,42
Before,Penjalaan,Pantai Selatan,Malaria,1,30.56584123,1804.552572,Infectious,0,42
Before,Penjalaan,Pantai Selatan,Malnutrition,1,30.56584123,1804.552572,Non-infectious,0,42
Before,Penjalaan,Pantai Selatan,NTD,1,30.56584123,1804.552572,Infectious,2,378
Before,Penjalaan,Pantai Selatan,Trauma,1,30.56584123,1804.552572,Other,0,42
Before,Penjalaan,Pantai Selatan,Tuberculosis,1,30.56584123,1804.552572,Infectious,7,42
Before,Penjalaan,Pantai Selatan,Untracked,1,30.56584123,1804.552572,Untracked,32,168
Before,Penjalaan,Pantai Selatan,Upper respiratory infections,1,30.56584123,1804.552572,Infectious,2,42
Before,Penjalaan,Sinar Timur,Anemia,1,30.56584123,1804.552572,Other,2,59
Before,Penjalaan,Sinar Timur,Childhood-cluster diseases,1,30.56584123,1804.552572,Infectious,2,59
Before,Penjalaan,Sinar Timur,COPD,1,30.56584123,1804.552572,Non-infectious,5,59
Before,Penjalaan,Sinar Timur,Dental disease,1,30.56584123,1804.552572,Other,2,59
Before,Penjalaan,Sinar Timur,Diabetes,1,30.56584123,1804.552572,Non-infectious,2,59
Before,Penjalaan,Sinar Timur,Diarrheal disease,1,30.56584123,1804.552572,Infectious,1,59
Before,Penjalaan,Sinar Timur,Heart Disease,1,30.56584123,1804.552572,Non-infectious,1,59
Before,Penjalaan,Sinar Timur,Liver Disease,1,30.56584123,1804.552572,Other,0,59
Before,Penjalaan,Sinar Timur,Lower respiratory infections,1,30.56584123,1804.552572,Infectious,1,59
Before,Penjalaan,Sinar Timur,Malaria,1,30.56584123,1804.552572,Infectious,1,59
Before,Penjalaan,Sinar Timur,Malnutrition,1,30.56584123,1804.552572,Non-infectious,1,59
Before,Penjalaan,Sinar Timur,NTD,1,30.56584123,1804.552572,Infectious,0,531
Before,Penjalaan,Sinar Timur,Trauma,1,30.56584123,1804.552572,Other,1,59
Before,Penjalaan,Sinar Timur,Tuberculosis,1,30.56584123,1804.552572,Infectious,5,59
Before,Penjalaan,Sinar Timur,Untracked,1,30.56584123,1804.552572,Untracked,41,236
Before,Penjalaan,Sinar Timur,Upper respiratory infections,1,30.56584123,1804.552572,Infectious,3,59
Before,Penjalaan,Tanjung Raya,Anemia,1,30.56584123,1804.552572,Other,0,5
Before,Penjalaan,Tanjung Raya,Childhood-cluster diseases,1,30.56584123,1804.552572,Infectious,0,5
Before,Penjalaan,Tanjung Raya,COPD,1,30.56584123,1804.552572,Non-infectious,0,5
Before,Penjalaan,Tanjung Raya,Dental disease,1,30.56584123,1804.552572,Other,0,5
Before,Penjalaan,Tanjung Raya,Diabetes,1,30.56584123,1804.552572,Non-infectious,0,5
Before,Penjalaan,Tanjung Raya,Diarrheal disease,1,30.56584123,1804.552572,Infectious,0,5
Before,Penjalaan,Tanjung Raya,Heart Disease,1,30.56584123,1804.552572,Non-infectious,0,5
Before,Penjalaan,Tanjung Raya,Liver Disease,1,30.56584123,1804.552572,Other,0,5
Before,Penjalaan,Tanjung Raya,Lower respiratory infections,1,30.56584123,1804.552572,Infectious,0,5
Before,Penjalaan,Tanjung Raya,Malaria,1,30.56584123,1804.552572,Infectious,0,5
Before,Penjalaan,Tanjung Raya,Malnutrition,1,30.56584123,1804.552572,Non-infectious,0,5
Before,Penjalaan,Tanjung Raya,NTD,1,30.56584123,1804.552572,Infectious,0,45
Before,Penjalaan,Tanjung Raya,Trauma,1,30.56584123,1804.552572,Other,0,5
Before,Penjalaan,Tanjung Raya,Tuberculosis,1,30.56584123,1804.552572,Infectious,0,5
Before,Penjalaan,Tanjung Raya,Untracked,1,30.56584123,1804.552572,Untracked,5,20
Before,Penjalaan,Tanjung Raya,Upper respiratory infections,1,30.56584123,1804.552572,Infectious,0,5
Before,Rantau Panjang,Ampera,Anemia,1,25.42905902,2486.178406,Other,1,92
Before,Rantau Panjang,Ampera,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,1,92
Before,Rantau Panjang,Ampera,COPD,1,25.42905902,2486.178406,Non-infectious,1,92
Before,Rantau Panjang,Ampera,Dental disease,1,25.42905902,2486.178406,Other,4,92
Before,Rantau Panjang,Ampera,Diabetes,1,25.42905902,2486.178406,Non-infectious,3,92
Before,Rantau Panjang,Ampera,Diarrheal disease,1,25.42905902,2486.178406,Infectious,1,92
Before,Rantau Panjang,Ampera,Heart Disease,1,25.42905902,2486.178406,Non-infectious,2,92
Before,Rantau Panjang,Ampera,Liver Disease,1,25.42905902,2486.178406,Other,0,92
Before,Rantau Panjang,Ampera,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,2,92
Before,Rantau Panjang,Ampera,Malaria,1,25.42905902,2486.178406,Infectious,2,92
Before,Rantau Panjang,Ampera,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,92
Before,Rantau Panjang,Ampera,NTD,1,25.42905902,2486.178406,Infectious,3,828
Before,Rantau Panjang,Ampera,Trauma,1,25.42905902,2486.178406,Other,0,92
Before,Rantau Panjang,Ampera,Tuberculosis,1,25.42905902,2486.178406,Infectious,10,92
Before,Rantau Panjang,Ampera,Untracked,1,25.42905902,2486.178406,Untracked,78,368
Before,Rantau Panjang,Ampera,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,3,92
Before,Rantau Panjang,Kebal Manuk,Anemia,1,25.42905902,2486.178406,Other,0,3
Before,Rantau Panjang,Kebal Manuk,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,0,3
Before,Rantau Panjang,Kebal Manuk,COPD,1,25.42905902,2486.178406,Non-infectious,0,3
Before,Rantau Panjang,Kebal Manuk,Dental disease,1,25.42905902,2486.178406,Other,0,3
Before,Rantau Panjang,Kebal Manuk,Diabetes,1,25.42905902,2486.178406,Non-infectious,0,3
Before,Rantau Panjang,Kebal Manuk,Diarrheal disease,1,25.42905902,2486.178406,Infectious,0,3
Before,Rantau Panjang,Kebal Manuk,Heart Disease,1,25.42905902,2486.178406,Non-infectious,0,3
Before,Rantau Panjang,Kebal Manuk,Liver Disease,1,25.42905902,2486.178406,Other,0,3
Before,Rantau Panjang,Kebal Manuk,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,0,3
Before,Rantau Panjang,Kebal Manuk,Malaria,1,25.42905902,2486.178406,Infectious,0,3
Before,Rantau Panjang,Kebal Manuk,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,3
Before,Rantau Panjang,Kebal Manuk,NTD,1,25.42905902,2486.178406,Infectious,0,27
Before,Rantau Panjang,Kebal Manuk,Trauma,1,25.42905902,2486.178406,Other,0,3
Before,Rantau Panjang,Kebal Manuk,Tuberculosis,1,25.42905902,2486.178406,Infectious,0,3
Before,Rantau Panjang,Kebal Manuk,Untracked,1,25.42905902,2486.178406,Untracked,3,12
Before,Rantau Panjang,Kebal Manuk,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,0,3
Before,Rantau Panjang,Makmur,Anemia,1,25.42905902,2486.178406,Other,0,30
Before,Rantau Panjang,Makmur,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,2,30
Before,Rantau Panjang,Makmur,COPD,1,25.42905902,2486.178406,Non-infectious,2,30
Before,Rantau Panjang,Makmur,Dental disease,1,25.42905902,2486.178406,Other,1,30
Before,Rantau Panjang,Makmur,Diabetes,1,25.42905902,2486.178406,Non-infectious,0,30
Before,Rantau Panjang,Makmur,Diarrheal disease,1,25.42905902,2486.178406,Infectious,0,30
Before,Rantau Panjang,Makmur,Heart Disease,1,25.42905902,2486.178406,Non-infectious,1,30
Before,Rantau Panjang,Makmur,Liver Disease,1,25.42905902,2486.178406,Other,0,30
Before,Rantau Panjang,Makmur,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,1,30
Before,Rantau Panjang,Makmur,Malaria,1,25.42905902,2486.178406,Infectious,2,30
Before,Rantau Panjang,Makmur,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,30
Before,Rantau Panjang,Makmur,NTD,1,25.42905902,2486.178406,Infectious,0,270
Before,Rantau Panjang,Makmur,Trauma,1,25.42905902,2486.178406,Other,1,30
Before,Rantau Panjang,Makmur,Tuberculosis,1,25.42905902,2486.178406,Infectious,3,30
Before,Rantau Panjang,Makmur,Untracked,1,25.42905902,2486.178406,Untracked,23,120
Before,Rantau Panjang,Makmur,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,0,30
Before,Rantau Panjang,Sepakat Jaya,Anemia,1,25.42905902,2486.178406,Other,0,52
Before,Rantau Panjang,Sepakat Jaya,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,0,52
Before,Rantau Panjang,Sepakat Jaya,COPD,1,25.42905902,2486.178406,Non-infectious,5,52
Before,Rantau Panjang,Sepakat Jaya,Dental disease,1,25.42905902,2486.178406,Other,0,52
Before,Rantau Panjang,Sepakat Jaya,Diabetes,1,25.42905902,2486.178406,Non-infectious,1,52
Before,Rantau Panjang,Sepakat Jaya,Diarrheal disease,1,25.42905902,2486.178406,Infectious,0,52
Before,Rantau Panjang,Sepakat Jaya,Heart Disease,1,25.42905902,2486.178406,Non-infectious,3,52
Before,Rantau Panjang,Sepakat Jaya,Liver Disease,1,25.42905902,2486.178406,Other,0,52
Before,Rantau Panjang,Sepakat Jaya,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,1,52
Before,Rantau Panjang,Sepakat Jaya,Malaria,1,25.42905902,2486.178406,Infectious,1,52
Before,Rantau Panjang,Sepakat Jaya,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,52
Before,Rantau Panjang,Sepakat Jaya,NTD,1,25.42905902,2486.178406,Infectious,3,468
Before,Rantau Panjang,Sepakat Jaya,Trauma,1,25.42905902,2486.178406,Other,0,52
Before,Rantau Panjang,Sepakat Jaya,Tuberculosis,1,25.42905902,2486.178406,Infectious,4,52
Before,Rantau Panjang,Sepakat Jaya,Untracked,1,25.42905902,2486.178406,Untracked,40,208
Before,Rantau Panjang,Sepakat Jaya,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,1,52
Before,Rantau Panjang,Sinar Palung,Anemia,1,25.42905902,2486.178406,Other,0,9
Before,Rantau Panjang,Sinar Palung,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,0,9
Before,Rantau Panjang,Sinar Palung,COPD,1,25.42905902,2486.178406,Non-infectious,0,9
Before,Rantau Panjang,Sinar Palung,Dental disease,1,25.42905902,2486.178406,Other,0,9
Before,Rantau Panjang,Sinar Palung,Diabetes,1,25.42905902,2486.178406,Non-infectious,0,9
Before,Rantau Panjang,Sinar Palung,Diarrheal disease,1,25.42905902,2486.178406,Infectious,0,9
Before,Rantau Panjang,Sinar Palung,Heart Disease,1,25.42905902,2486.178406,Non-infectious,1,9
Before,Rantau Panjang,Sinar Palung,Liver Disease,1,25.42905902,2486.178406,Other,0,9
Before,Rantau Panjang,Sinar Palung,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,0,9
Before,Rantau Panjang,Sinar Palung,Malaria,1,25.42905902,2486.178406,Infectious,1,9
Before,Rantau Panjang,Sinar Palung,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,9
Before,Rantau Panjang,Sinar Palung,NTD,1,25.42905902,2486.178406,Infectious,0,81
Before,Rantau Panjang,Sinar Palung,Trauma,1,25.42905902,2486.178406,Other,0,9
Before,Rantau Panjang,Sinar Palung,Tuberculosis,1,25.42905902,2486.178406,Infectious,2,9
Before,Rantau Panjang,Sinar Palung,Untracked,1,25.42905902,2486.178406,Untracked,8,36
Before,Rantau Panjang,Sinar Palung,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,0,9
Before,Rantau Panjang,Sinar Selatan,Anemia,1,25.42905902,2486.178406,Other,0,5
Before,Rantau Panjang,Sinar Selatan,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,0,5
Before,Rantau Panjang,Sinar Selatan,COPD,1,25.42905902,2486.178406,Non-infectious,0,5
Before,Rantau Panjang,Sinar Selatan,Dental disease,1,25.42905902,2486.178406,Other,0,5
Before,Rantau Panjang,Sinar Selatan,Diabetes,1,25.42905902,2486.178406,Non-infectious,0,5
Before,Rantau Panjang,Sinar Selatan,Diarrheal disease,1,25.42905902,2486.178406,Infectious,0,5
Before,Rantau Panjang,Sinar Selatan,Heart Disease,1,25.42905902,2486.178406,Non-infectious,0,5
Before,Rantau Panjang,Sinar Selatan,Liver Disease,1,25.42905902,2486.178406,Other,0,5
Before,Rantau Panjang,Sinar Selatan,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,0,5
Before,Rantau Panjang,Sinar Selatan,Malaria,1,25.42905902,2486.178406,Infectious,0,5
Before,Rantau Panjang,Sinar Selatan,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,5
Before,Rantau Panjang,Sinar Selatan,NTD,1,25.42905902,2486.178406,Infectious,0,45
Before,Rantau Panjang,Sinar Selatan,Trauma,1,25.42905902,2486.178406,Other,0,5
Before,Rantau Panjang,Sinar Selatan,Tuberculosis,1,25.42905902,2486.178406,Infectious,0,5
Before,Rantau Panjang,Sinar Selatan,Untracked,1,25.42905902,2486.178406,Untracked,5,20
Before,Rantau Panjang,Sinar Selatan,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,0,5
Before,Rantau Panjang,Siput Lestari,Anemia,1,25.42905902,2486.178406,Other,0,16
Before,Rantau Panjang,Siput Lestari,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,0,16
Before,Rantau Panjang,Siput Lestari,COPD,1,25.42905902,2486.178406,Non-infectious,0,16
Before,Rantau Panjang,Siput Lestari,Dental disease,1,25.42905902,2486.178406,Other,0,16
Before,Rantau Panjang,Siput Lestari,Diabetes,1,25.42905902,2486.178406,Non-infectious,0,16
Before,Rantau Panjang,Siput Lestari,Diarrheal disease,1,25.42905902,2486.178406,Infectious,0,16
Before,Rantau Panjang,Siput Lestari,Heart Disease,1,25.42905902,2486.178406,Non-infectious,0,16
Before,Rantau Panjang,Siput Lestari,Liver Disease,1,25.42905902,2486.178406,Other,0,16
Before,Rantau Panjang,Siput Lestari,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,1,16
Before,Rantau Panjang,Siput Lestari,Malaria,1,25.42905902,2486.178406,Infectious,0,16
Before,Rantau Panjang,Siput Lestari,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,16
Before,Rantau Panjang,Siput Lestari,NTD,1,25.42905902,2486.178406,Infectious,1,144
Before,Rantau Panjang,Siput Lestari,Trauma,1,25.42905902,2486.178406,Other,1,16
Before,Rantau Panjang,Siput Lestari,Tuberculosis,1,25.42905902,2486.178406,Infectious,0,16
Before,Rantau Panjang,Siput Lestari,Untracked,1,25.42905902,2486.178406,Untracked,13,64
Before,Rantau Panjang,Siput Lestari,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,0,16
Before,Rantau Panjang,Tembok Baru,Anemia,1,25.42905902,2486.178406,Other,0,49
Before,Rantau Panjang,Tembok Baru,Childhood-cluster diseases,1,25.42905902,2486.178406,Infectious,1,49
Before,Rantau Panjang,Tembok Baru,COPD,1,25.42905902,2486.178406,Non-infectious,3,49
Before,Rantau Panjang,Tembok Baru,Dental disease,1,25.42905902,2486.178406,Other,1,49
Before,Rantau Panjang,Tembok Baru,Diabetes,1,25.42905902,2486.178406,Non-infectious,1,49
Before,Rantau Panjang,Tembok Baru,Diarrheal disease,1,25.42905902,2486.178406,Infectious,5,49
Before,Rantau Panjang,Tembok Baru,Heart Disease,1,25.42905902,2486.178406,Non-infectious,2,49
Before,Rantau Panjang,Tembok Baru,Liver Disease,1,25.42905902,2486.178406,Other,0,49
Before,Rantau Panjang,Tembok Baru,Lower respiratory infections,1,25.42905902,2486.178406,Infectious,1,49
Before,Rantau Panjang,Tembok Baru,Malaria,1,25.42905902,2486.178406,Infectious,0,49
Before,Rantau Panjang,Tembok Baru,Malnutrition,1,25.42905902,2486.178406,Non-infectious,0,49
Before,Rantau Panjang,Tembok Baru,NTD,1,25.42905902,2486.178406,Infectious,0,441
Before,Rantau Panjang,Tembok Baru,Trauma,1,25.42905902,2486.178406,Other,0,49
Before,Rantau Panjang,Tembok Baru,Tuberculosis,1,25.42905902,2486.178406,Infectious,1,49
Before,Rantau Panjang,Tembok Baru,Untracked,1,25.42905902,2486.178406,Untracked,45,196
Before,Rantau Panjang,Tembok Baru,Upper respiratory infections,1,25.42905902,2486.178406,Infectious,0,49
Before,Riam Berasap Jaya,Pangkal Tapang,Anemia,1,34.40359459,1267.178309,Other,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,Childhood-cluster diseases,1,34.40359459,1267.178309,Infectious,1,47
Before,Riam Berasap Jaya,Pangkal Tapang,COPD,1,34.40359459,1267.178309,Non-infectious,5,47
Before,Riam Berasap Jaya,Pangkal Tapang,Dental disease,1,34.40359459,1267.178309,Other,2,47
Before,Riam Berasap Jaya,Pangkal Tapang,Diabetes,1,34.40359459,1267.178309,Non-infectious,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,Diarrheal disease,1,34.40359459,1267.178309,Infectious,2,47
Before,Riam Berasap Jaya,Pangkal Tapang,Heart Disease,1,34.40359459,1267.178309,Non-infectious,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,Liver Disease,1,34.40359459,1267.178309,Other,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,Lower respiratory infections,1,34.40359459,1267.178309,Infectious,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,Malaria,1,34.40359459,1267.178309,Infectious,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,Malnutrition,1,34.40359459,1267.178309,Non-infectious,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,NTD,1,34.40359459,1267.178309,Infectious,1,423
Before,Riam Berasap Jaya,Pangkal Tapang,Trauma,1,34.40359459,1267.178309,Other,0,47
Before,Riam Berasap Jaya,Pangkal Tapang,Tuberculosis,1,34.40359459,1267.178309,Infectious,4,47
Before,Riam Berasap Jaya,Pangkal Tapang,Untracked,1,34.40359459,1267.178309,Untracked,37,188
Before,Riam Berasap Jaya,Pangkal Tapang,Upper respiratory infections,1,34.40359459,1267.178309,Infectious,2,47
Before,Riam Berasap Jaya,Pematang Barus,Anemia,1,34.40359459,1267.178309,Other,0,30
Before,Riam Berasap Jaya,Pematang Barus,Childhood-cluster diseases,1,34.40359459,1267.178309,Infectious,1,30
Before,Riam Berasap Jaya,Pematang Barus,COPD,1,34.40359459,1267.178309,Non-infectious,3,30
Before,Riam Berasap Jaya,Pematang Barus,Dental disease,1,34.40359459,1267.178309,Other,1,30
Before,Riam Berasap Jaya,Pematang Barus,Diabetes,1,34.40359459,1267.178309,Non-infectious,0,30
Before,Riam Berasap Jaya,Pematang Barus,Diarrheal disease,1,34.40359459,1267.178309,Infectious,0,30
Before,Riam Berasap Jaya,Pematang Barus,Heart Disease,1,34.40359459,1267.178309,Non-infectious,1,30
Before,Riam Berasap Jaya,Pematang Barus,Liver Disease,1,34.40359459,1267.178309,Other,0,30
Before,Riam Berasap Jaya,Pematang Barus,Lower respiratory infections,1,34.40359459,1267.178309,Infectious,0,30
Before,Riam Berasap Jaya,Pematang Barus,Malaria,1,34.40359459,1267.178309,Infectious,0,30
Before,Riam Berasap Jaya,Pematang Barus,Malnutrition,1,34.40359459,1267.178309,Non-infectious,0,30
Before,Riam Berasap Jaya,Pematang Barus,NTD,1,34.40359459,1267.178309,Infectious,0,270
Before,Riam Berasap Jaya,Pematang Barus,Trauma,1,34.40359459,1267.178309,Other,0,30
Before,Riam Berasap Jaya,Pematang Barus,Tuberculosis,1,34.40359459,1267.178309,Infectious,5,30
Before,Riam Berasap Jaya,Pematang Barus,Untracked,1,34.40359459,1267.178309,Untracked,27,120
Before,Riam Berasap Jaya,Pematang Barus,Upper respiratory infections,1,34.40359459,1267.178309,Infectious,0,30
Before,Riam Berasap Jaya,Sungai Cina,Anemia,1,34.40359459,1267.178309,Other,0,20
Before,Riam Berasap Jaya,Sungai Cina,Childhood-cluster diseases,1,34.40359459,1267.178309,Infectious,1,20
Before,Riam Berasap Jaya,Sungai Cina,COPD,1,34.40359459,1267.178309,Non-infectious,1,20
Before,Riam Berasap Jaya,Sungai Cina,Dental disease,1,34.40359459,1267.178309,Other,0,20
Before,Riam Berasap Jaya,Sungai Cina,Diabetes,1,34.40359459,1267.178309,Non-infectious,0,20
Before,Riam Berasap Jaya,Sungai Cina,Diarrheal disease,1,34.40359459,1267.178309,Infectious,0,20
Before,Riam Berasap Jaya,Sungai Cina,Heart Disease,1,34.40359459,1267.178309,Non-infectious,1,20
Before,Riam Berasap Jaya,Sungai Cina,Liver Disease,1,34.40359459,1267.178309,Other,0,20
Before,Riam Berasap Jaya,Sungai Cina,Lower respiratory infections,1,34.40359459,1267.178309,Infectious,0,20
Before,Riam Berasap Jaya,Sungai Cina,Malaria,1,34.40359459,1267.178309,Infectious,0,20
Before,Riam Berasap Jaya,Sungai Cina,Malnutrition,1,34.40359459,1267.178309,Non-infectious,0,20
Before,Riam Berasap Jaya,Sungai Cina,NTD,1,34.40359459,1267.178309,Infectious,0,180
Before,Riam Berasap Jaya,Sungai Cina,Trauma,1,34.40359459,1267.178309,Other,1,20
Before,Riam Berasap Jaya,Sungai Cina,Tuberculosis,1,34.40359459,1267.178309,Infectious,2,20
Before,Riam Berasap Jaya,Sungai Cina,Untracked,1,34.40359459,1267.178309,Untracked,18,80
Before,Riam Berasap Jaya,Sungai Cina,Upper respiratory infections,1,34.40359459,1267.178309,Infectious,0,20
Before,Satai Lestari,Kali Satu,Anemia,0,67.77335014,1207.443819,Other,0,1
Before,Satai Lestari,Kali Satu,Childhood-cluster diseases,0,67.77335014,1207.443819,Infectious,0,1
Before,Satai Lestari,Kali Satu,COPD,0,67.77335014,1207.443819,Non-infectious,0,1
Before,Satai Lestari,Kali Satu,Dental disease,0,67.77335014,1207.443819,Other,0,1
Before,Satai Lestari,Kali Satu,Diabetes,0,67.77335014,1207.443819,Non-infectious,0,1
Before,Satai Lestari,Kali Satu,Diarrheal disease,0,67.77335014,1207.443819,Infectious,0,1
Before,Satai Lestari,Kali Satu,Heart Disease,0,67.77335014,1207.443819,Non-infectious,0,1
Before,Satai Lestari,Kali Satu,Liver Disease,0,67.77335014,1207.443819,Other,0,1
Before,Satai Lestari,Kali Satu,Lower respiratory infections,0,67.77335014,1207.443819,Infectious,0,1
Before,Satai Lestari,Kali Satu,Malaria,0,67.77335014,1207.443819,Infectious,0,1
Before,Satai Lestari,Kali Satu,Malnutrition,0,67.77335014,1207.443819,Non-infectious,0,1
Before,Satai Lestari,Kali Satu,NTD,0,67.77335014,1207.443819,Infectious,0,9
Before,Satai Lestari,Kali Satu,Trauma,0,67.77335014,1207.443819,Other,0,1
Before,Satai Lestari,Kali Satu,Tuberculosis,0,67.77335014,1207.443819,Infectious,0,1
Before,Satai Lestari,Kali Satu,Untracked,0,67.77335014,1207.443819,Untracked,1,4
Before,Satai Lestari,Kali Satu,Upper respiratory infections,0,67.77335014,1207.443819,Infectious,0,1
Before,Sedahan Jaya,Begasing,Anemia,1,31.7497088,2747.660141,Other,2,66
Before,Sedahan Jaya,Begasing,Childhood-cluster diseases,1,31.7497088,2747.660141,Infectious,0,66
Before,Sedahan Jaya,Begasing,COPD,1,31.7497088,2747.660141,Non-infectious,2,66
Before,Sedahan Jaya,Begasing,Dental disease,1,31.7497088,2747.660141,Other,2,66
Before,Sedahan Jaya,Begasing,Diabetes,1,31.7497088,2747.660141,Non-infectious,2,66
Before,Sedahan Jaya,Begasing,Diarrheal disease,1,31.7497088,2747.660141,Infectious,1,66
Before,Sedahan Jaya,Begasing,Heart Disease,1,31.7497088,2747.660141,Non-infectious,2,66
